Postal Code,Region,Category,Sub-Category,Sales,Quantity
19134,East,Office Supplies,Binders,4.956,4
97477,West,Office Supplies,Labels,71.04,6
97477,West,Office Supplies,Art,5.344,2
97477,West,Office Supplies,Fasteners,11.304,3
77036,Central,Office Supplies,Appliances,294.62,5
77036,Central,Furniture,Furnishings,8.752,4
23320,South,Office Supplies,Labels,15,4
23320,South,Technology,Phones,161.61,1
23320,South,Technology,Phones,144.95,5
91104,West,Technology,Accessories,199.95,5
91104,West,Office Supplies,Art,41.86,7
40214,South,Office Supplies,Storage,95.94,3
40214,South,Furniture,Chairs,304.45,5
79424,Central,Office Supplies,Binders,11.364,3
65203,Central,Office Supplies,Art,29.68,7
65203,Central,Technology,Accessories,47.53,7
60623,Central,Furniture,Bookcases,183.372,2
37604,South,Office Supplies,Art,4.224,3
37604,South,Office Supplies,Appliances,333.056,2
37604,South,Office Supplies,Paper,24.896,4
77041,Central,Technology,Accessories,159.984,2
77041,Central,Office Supplies,Storage,46.344,3
36830,South,Furniture,Chairs,350.98,1
36830,South,Office Supplies,Paper,13.08,2
36830,South,Office Supplies,Storage,900.08,4
92404,West,Office Supplies,Binders,17.568,2
92404,West,Office Supplies,Labels,14.62,2
92404,West,Office Supplies,Supplies,33.36,4
92404,West,Office Supplies,Paper,40.14,6
2908,East,Office Supplies,Storage,1606.23,9
2908,East,Office Supplies,Paper,17.04,3
2908,East,Office Supplies,Binders,49.53,3
2908,East,Furniture,Chairs,872.32,4
93727,West,Office Supplies,Binders,239.12,5
98103,West,Furniture,Bookcases,141.96,2
93534,West,Office Supplies,Binders,33.024,2
93534,West,Office Supplies,Binders,67.136,4
1453,East,Office Supplies,Binders,14.73,3
1453,East,Office Supplies,Storage,104.9,5
1453,East,Office Supplies,Binders,61.04,4
1453,East,Office Supplies,Paper,10.95,3
76106,Central,Office Supplies,Paper,9.392,2
76106,Central,Office Supplies,Art,9.328,1
55901,Central,Office Supplies,Binders,8.26,2
55901,Central,Furniture,Chairs,269.97,3
59715,West,Office Supplies,Paper,29.04,3
59715,West,Office Supplies,Labels,14.62,2
85345,West,Office Supplies,Paper,11.952,3
85345,West,Office Supplies,Binders,4.536,7
85345,West,Office Supplies,Binders,9.156,2
85345,West,Furniture,Furnishings,75.36,5
92105,West,Office Supplies,Binders,57.504,6
44107,East,Office Supplies,Art,38.864,7
77095,Central,Office Supplies,Paper,15.552,3
8861,East,Office Supplies,Appliances,162.64,2
8861,East,Technology,Phones,597,3
8861,East,Office Supplies,Paper,55.48,1
19134,East,Furniture,Furnishings,289.8,7
19134,East,Office Supplies,Binders,2.502,3
19134,East,Office Supplies,Binders,6.48,4
19134,East,Furniture,Chairs,341.488,8
19134,East,Office Supplies,Art,11.12,5
19134,East,Furniture,Furnishings,25.344,6
47374,Central,Furniture,Furnishings,17.31,3
48227,Central,Technology,Accessories,199.95,5
48227,Central,Furniture,Chairs,1586.69,7
48227,Central,Technology,Accessories,84.99,1
48227,Central,Furniture,Tables,411.8,2
90049,West,Office Supplies,Fasteners,11.34,3
90049,West,Office Supplies,Storage,80.3,5
90049,West,Office Supplies,Binders,15.968,2
90049,West,Office Supplies,Paper,64.74,13
90049,West,Office Supplies,Binders,19.296,3
90049,West,Office Supplies,Storage,405.64,4
90049,West,Furniture,Chairs,146.352,3
90049,West,Technology,Accessories,251.91,9
90049,West,Office Supplies,Art,12.39,3
91767,West,Technology,Accessories,199.96,4
91767,West,Furniture,Tables,710.832,3
19134,East,Office Supplies,Binders,1.941,1
91761,West,Furniture,Chairs,283.92,5
98105,West,Office Supplies,Binders,7.312,2
94513,West,Technology,Accessories,59.97,3
94513,West,Technology,Phones,761.544,7
94122,West,Furniture,Furnishings,58.2,3
21215,East,Office Supplies,Paper,39.9,5
21215,East,Office Supplies,Appliances,90.86,7
21215,East,Office Supplies,Paper,94.85,5
85023,West,Office Supplies,Paper,106.232,7
85023,West,Technology,Phones,111.984,2
85023,West,Furniture,Furnishings,7.712,2
90008,West,Office Supplies,Paper,37.44,6
77036,Central,Office Supplies,Labels,23.68,2
10009,East,Office Supplies,Labels,122.12,4
10009,East,Office Supplies,Labels,18.45,5
10009,East,Office Supplies,Storage,324.9,5
10009,East,Office Supplies,Paper,146.73,3
10009,East,Office Supplies,Fasteners,3.96,2
91730,West,Office Supplies,Labels,5.76,2
19805,East,Office Supplies,Binders,26.55,3
19805,East,Furniture,Tables,310.443,3
56560,Central,Furniture,Chairs,479.9,5
87401,West,Office Supplies,Supplies,12.88,1
28403,South,Office Supplies,Art,13.12,5
39212,South,Office Supplies,Binders,511.84,8
39212,South,Office Supplies,Art,91.96,4
39212,South,Office Supplies,Art,8.34,3
97206,West,Office Supplies,Storage,37.68,3
97206,West,Technology,Accessories,279.944,7
80219,West,Office Supplies,Storage,636.408,3
80219,West,Office Supplies,Art,83.168,4
85705,West,Furniture,Chairs,259.136,4
10009,East,Office Supplies,Paper,221.92,4
10009,East,Technology,Accessories,26,2
33437,South,Office Supplies,Paper,15.552,3
75150,Central,Office Supplies,Binders,0.876,1
92374,West,Office Supplies,Paper,19.98,1
92374,West,Office Supplies,Binders,398.352,3
92374,West,Office Supplies,Art,5.04,3
92374,West,Office Supplies,Fasteners,17.45,5
92374,West,Furniture,Chairs,323.136,4
92374,West,Office Supplies,Supplies,29.7,3
92374,West,Technology,Phones,1295.84,4
92374,West,Office Supplies,Storage,46.84,2
92374,West,Furniture,Bookcases,425.833,1
14609,East,Furniture,Tables,209.67,1
95207,West,Office Supplies,Paper,159.88,7
98105,West,Office Supplies,Paper,5.28,1
98105,West,Office Supplies,Binders,895.92,5
32174,South,Office Supplies,Binders,2.808,3
94086,West,Furniture,Chairs,215.976,3
48911,Central,Furniture,Bookcases,241.96,2
48911,Central,Office Supplies,Labels,27.72,9
19143,East,Office Supplies,Envelopes,104.68,5
19143,East,Technology,Phones,62.958,7
19143,East,Technology,Accessories,86.376,3
19134,East,Furniture,Furnishings,64.944,3
19134,East,Office Supplies,Paper,20.736,4
3820,East,Office Supplies,Appliances,33.28,4
3820,East,Office Supplies,Art,38.52,9
3820,East,Furniture,Furnishings,139.86,7
10011,East,Office Supplies,Paper,19.65,3
19134,East,Office Supplies,Binders,152.991,3
19134,East,Office Supplies,Fasteners,10.584,7
19134,East,Technology,Phones,94.92,4
75051,Central,Furniture,Furnishings,14.76,5
75051,Central,Office Supplies,Binders,3.656,4
10009,East,Office Supplies,Paper,146.82,3
11561,East,Office Supplies,Binders,149.544,9
11561,East,Office Supplies,Supplies,17.14,2
11561,East,Furniture,Tables,991.764,3
19140,East,Office Supplies,Paper,30.48,6
19140,East,Technology,Phones,23.988,2
19140,East,Office Supplies,Fasteners,16.688,7
17403,East,Furniture,Chairs,422.058,3
17403,East,Office Supplies,Binders,38.088,4
17403,East,Office Supplies,Storage,254.352,6
94521,West,Furniture,Furnishings,43.31,1
10035,East,Technology,Phones,84.95,5
77840,Central,Furniture,Chairs,233.058,3
63116,Central,Technology,Accessories,111.79,7
2169,East,Office Supplies,Paper,14.94,3
10009,East,Office Supplies,Binders,14.16,2
75081,Central,Furniture,Furnishings,22.608,3
90032,West,Office Supplies,Fasteners,21.48,6
55407,Central,Office Supplies,Storage,501.81,3
55407,Central,Office Supplies,Storage,161.94,3
32725,South,Office Supplies,Art,17.856,4
60610,Central,Office Supplies,Binders,8.808,3
45231,East,Furniture,Furnishings,79.384,1
94601,West,Office Supplies,Art,34.58,1
95336,West,Office Supplies,Paper,314.55,3
78041,Central,Technology,Accessories,191.976,3
78041,Central,Office Supplies,Paper,8.288,2
78041,Central,Furniture,Furnishings,139.92,5
78041,Central,Office Supplies,Art,15.872,1
78041,Central,Office Supplies,Binders,6.286,7
44240,East,Office Supplies,Art,14.016,3
44240,East,Technology,Accessories,71.976,3
44240,East,Technology,Phones,107.982,3
76903,Central,Furniture,Chairs,305.312,2
94122,West,Office Supplies,Binders,19.752,3
77070,Central,Office Supplies,Binders,9.264,3
77041,Central,Office Supplies,Storage,61.792,4
84106,West,Office Supplies,Paper,45.68,2
84106,West,Office Supplies,Paper,60.12,9
84106,West,Office Supplies,Binders,41.72,5
84106,West,Office Supplies,Paper,71.6,8
10009,East,Office Supplies,Binders,85.232,7
10009,East,Office Supplies,Labels,44.4,3
10009,East,Furniture,Chairs,442.764,4
10009,East,Technology,Machines,3999.95,5
10009,East,Technology,Accessories,199.95,5
10009,East,Furniture,Furnishings,63.68,8
93905,West,Office Supplies,Binders,54.896,2
35810,South,Technology,Accessories,29,2
47201,Central,Office Supplies,Envelopes,70.08,6
47201,Central,Furniture,Furnishings,121.3,2
47201,Central,Technology,Phones,1454.49,9
90049,West,Office Supplies,Appliances,60.81,3
98105,West,Office Supplies,Binders,153.552,3
98105,West,Office Supplies,Appliances,65.34,3
98105,West,Office Supplies,Paper,123.92,4
98105,West,Office Supplies,Appliances,35.1,3
98105,West,Technology,Accessories,44.75,5
37918,South,Office Supplies,Art,4.704,2
36116,South,Office Supplies,Art,14.67,3
19120,East,Office Supplies,Paper,15.552,3
19120,East,Office Supplies,Paper,5.232,1
72209,South,Furniture,Furnishings,22.2,6
72209,South,Technology,Phones,881.93,7
98103,West,Office Supplies,Binders,6.096,2
98103,West,Furniture,Furnishings,191.82,3
17602,East,Furniture,Furnishings,20.104,1
37620,South,Office Supplies,Art,67.56,3
60505,Central,Office Supplies,Binders,29.932,7
60505,Central,Technology,Phones,38.272,4
10009,East,Office Supplies,Art,16.52,4
6824,East,Technology,Phones,832.93,7
6824,East,Office Supplies,Binders,43.8,10
48146,Central,Office Supplies,Appliances,167.292,6
10035,East,Furniture,Furnishings,27.42,1
95123,West,Office Supplies,Binders,1.44,1
95123,West,Office Supplies,Binders,61.776,13
95123,West,Office Supplies,Appliances,241.96,2
95123,West,Furniture,Chairs,108.608,4
32216,South,Office Supplies,Art,2.816,2
94110,West,Office Supplies,Binders,9.984,4
94110,West,Office Supplies,Storage,14.98,1
94110,West,Technology,Phones,1145.6,4
43302,East,Technology,Phones,485.94,2
43302,East,Office Supplies,Art,37.376,8
43302,East,Furniture,Chairs,70.686,1
19134,East,Office Supplies,Paper,54.816,3
80122,West,Furniture,Bookcases,72.294,1
78745,Central,Office Supplies,Fasteners,2.896,2
78745,Central,Technology,Phones,124.792,1
10024,East,Furniture,Tables,330.588,1
94122,West,Office Supplies,Binders,673.568,2
94122,West,Office Supplies,Appliances,52.98,2
46350,Central,Furniture,Furnishings,526.45,5
60610,Central,Office Supplies,Storage,228.92,5
97206,West,Technology,Phones,319.968,4
5408,East,Technology,Accessories,205.03,7
46203,Central,Office Supplies,Storage,190.86,2
46203,Central,Office Supplies,Art,24.32,8
84604,West,Office Supplies,Supplies,44.4,5
60610,Central,Furniture,Furnishings,44.4,2
90049,West,Office Supplies,Binders,1016.792,1
90049,West,Office Supplies,Binders,38.136,7
19134,East,Technology,Phones,494.982,3
91104,West,Office Supplies,Storage,56.56,2
91104,West,Office Supplies,Art,5.56,2
91104,West,Office Supplies,Fasteners,9.02,2
91104,West,Office Supplies,Appliances,8.62,1
91104,West,Technology,Phones,659.976,3
90004,West,Office Supplies,Paper,13.36,2
90004,West,Office Supplies,Binders,41.72,5
90004,West,Office Supplies,Binders,11.52,5
90004,West,Office Supplies,Appliances,541.44,6
90004,West,Office Supplies,Paper,19.44,3
92105,West,Office Supplies,Paper,143.7,3
94110,West,Office Supplies,Appliances,43.26,3
94110,West,Office Supplies,Appliances,43.56,2
4401,East,Technology,Phones,437.85,3
4401,East,Furniture,Furnishings,109.48,2
94122,West,Furniture,Chairs,1212.96,7
94122,West,Office Supplies,Paper,18.54,2
92024,West,Office Supplies,Fasteners,5,1
92024,West,Technology,Accessories,371.97,3
10035,East,Technology,Accessories,166.24,1
22204,South,Furniture,Bookcases,359.97,3
30318,South,Technology,Accessories,499.98,2
30318,South,Office Supplies,Paper,5.28,1
30318,South,Office Supplies,Binders,8.26,2
28110,South,Office Supplies,Paper,7.968,2
98115,West,Office Supplies,Paper,12.96,2
14609,East,Office Supplies,Paper,6.48,1
14609,East,Office Supplies,Binders,6.984,1
33180,South,Office Supplies,Art,47.96,5
98105,West,Office Supplies,Storage,199.74,6
94122,West,Furniture,Furnishings,435.26,7
94122,West,Technology,Copiers,1119.984,2
90036,West,Furniture,Tables,143.432,1
90036,West,Furniture,Chairs,122.352,3
38671,South,Office Supplies,Storage,306.2,5
38671,South,Furniture,Tables,85.98,1
38671,South,Technology,Accessories,223.96,4
98115,West,Furniture,Chairs,97.568,2
98115,West,Furniture,Chairs,614.272,8
98115,West,Furniture,Bookcases,199.98,2
6457,East,Office Supplies,Paper,48.16,7
47362,Central,Technology,Phones,23.92,2
47362,Central,Office Supplies,Appliances,60.69,7
37130,South,Office Supplies,Paper,14.352,3
24153,South,Office Supplies,Appliances,35.04,2
43615,East,Office Supplies,Appliances,17.48,5
90032,West,Office Supplies,Art,16.4,5
98115,West,Furniture,Tables,892.98,2
31907,South,Technology,Phones,287.97,3
31907,South,Furniture,Furnishings,595.38,6
31907,South,Office Supplies,Paper,12.96,2
10009,East,Technology,Phones,4.95,1
6457,East,Furniture,Furnishings,181.95,3
10011,East,Office Supplies,Paper,13.52,4
10011,East,Furniture,Furnishings,259.7,5
10011,East,Technology,Phones,42.95,1
10011,East,Technology,Accessories,1399.93,7
10011,East,Technology,Phones,503.96,4
48640,Central,Office Supplies,Binders,12.72,3
48640,Central,Office Supplies,Binders,11.52,4
31907,South,Technology,Accessories,316,4
30076,South,Furniture,Chairs,723.92,4
30076,South,Office Supplies,Paper,106.32,3
60623,Central,Furniture,Bookcases,141.372,2
77041,Central,Office Supplies,Paper,27.216,3
10009,East,Technology,Accessories,390.75,5
85345,West,Furniture,Chairs,280.792,1
85345,West,Office Supplies,Storage,68.448,4
85345,West,Office Supplies,Art,88.04,5
85345,West,Office Supplies,Art,15.872,1
85345,West,Office Supplies,Storage,215.592,3
57103,Central,Office Supplies,Labels,14.62,2
57103,Central,Office Supplies,Appliances,416.32,2
57103,Central,Office Supplies,Binders,43,5
57103,Central,Furniture,Chairs,182.94,3
57103,Central,Office Supplies,Binders,60.83,7
57103,Central,Technology,Accessories,389.97,3
23223,South,Office Supplies,Appliances,194.32,4
98115,West,Technology,Accessories,265.93,7
42420,South,Office Supplies,Binders,94.74,3
42420,South,Office Supplies,Binders,60.64,4
42420,South,Office Supplies,Binders,76.3,5
42420,South,Office Supplies,Binders,364.8,12
10035,East,Office Supplies,Binders,79.872,3
10035,East,Furniture,Bookcases,46.384,1
10035,East,Office Supplies,Paper,12.96,2
80525,West,Office Supplies,Envelopes,14.352,3
19140,East,Furniture,Furnishings,547.136,4
90004,West,Office Supplies,Storage,41.96,2
90004,West,Office Supplies,Paper,41.7,5
47905,Central,Office Supplies,Paper,277.4,5
47905,Central,Office Supplies,Paper,5.78,1
37042,South,Office Supplies,Appliances,69.216,6
6824,East,Office Supplies,Envelopes,10.86,3
6824,East,Office Supplies,Appliances,426.79,7
10009,East,Office Supplies,Paper,25.92,4
10009,East,Office Supplies,Paper,45.92,4
43229,East,Office Supplies,Art,10.72,2
31088,South,Office Supplies,Art,41.86,7
2038,East,Furniture,Furnishings,63.2,5
2038,East,Technology,Accessories,113.97,3
60623,Central,Office Supplies,Storage,123.552,3
53209,Central,Office Supplies,Appliances,490.32,9
78207,Central,Office Supplies,Paper,70.08,5
78207,Central,Office Supplies,Binders,1.272,2
78207,Central,Furniture,Tables,557.585,5
90032,West,Office Supplies,Binders,9.024,6
90032,West,Office Supplies,Binders,69.456,2
90032,West,Office Supplies,Paper,10.86,2
90032,West,Office Supplies,Appliances,79.47,3
90032,West,Office Supplies,Art,10.08,6
94122,West,Furniture,Bookcases,1552.831,7
94122,West,Office Supplies,Binders,137.24,5
94122,West,Technology,Accessories,36.51,1
94122,West,Technology,Machines,239.976,3
10024,East,Furniture,Tables,1579.746,7
10024,East,Furniture,Tables,1071.576,4
10024,East,Furniture,Tables,613.908,3
10024,East,Office Supplies,Paper,34.86,7
10024,East,Office Supplies,Paper,155.04,4
43229,East,Office Supplies,Binders,13.71,5
22980,South,Furniture,Furnishings,127.88,2
22980,South,Office Supplies,Appliances,160.32,2
22980,South,Office Supplies,Binders,46,4
95823,West,Furniture,Chairs,120.712,1
20735,East,Office Supplies,Paper,23.12,4
45014,East,Furniture,Furnishings,532.704,6
45014,East,Office Supplies,Art,4.912,2
2886,East,Technology,Accessories,252,4
60505,Central,Furniture,Furnishings,60.288,8
60505,Central,Office Supplies,Fasteners,2.632,1
60505,Central,Office Supplies,Paper,23.688,9
60505,Central,Furniture,Chairs,253.372,2
30080,South,Office Supplies,Fasteners,5.67,3
43229,East,Office Supplies,Binders,76.776,4
43229,East,Office Supplies,Supplies,9.184,2
91360,West,Office Supplies,Paper,32.75,5
44052,East,Office Supplies,Fasteners,7.216,2
44052,East,Office Supplies,Paper,49.568,2
44052,East,Furniture,Furnishings,54.712,7
93727,West,Office Supplies,Appliances,176.04,4
93727,West,Office Supplies,Art,16.02,9
93727,West,Office Supplies,Binders,185.92,4
93727,West,Technology,Phones,211.168,4
93727,West,Technology,Copiers,479.984,2
92105,West,Office Supplies,Fasteners,7.86,2
92105,West,Office Supplies,Binders,24.448,2
10009,East,Office Supplies,Paper,6.48,1
10009,East,Office Supplies,Paper,41.86,7
10009,East,Technology,Accessories,1619.91,9
10009,East,Furniture,Furnishings,113.92,4
2148,East,Office Supplies,Art,39.68,2
10035,East,Technology,Accessories,37.6,2
10035,East,Technology,Accessories,59.9,2
10035,East,Office Supplies,Paper,37,5
94109,West,Office Supplies,Labels,5.76,2
94109,West,Office Supplies,Art,16.68,6
29501,South,Office Supplies,Storage,628.81,7
29501,South,Office Supplies,Storage,56.45,5
65807,Central,Office Supplies,Storage,94.2,6
65807,Central,Office Supplies,Envelopes,28.4,5
77340,Central,Furniture,Bookcases,956.6648,7
90045,West,Technology,Accessories,1115.91,9
90045,West,Technology,Phones,128.744,7
90045,West,Technology,Phones,79.92,10
94122,West,Office Supplies,Art,24.2,5
94122,West,Technology,Phones,359.976,3
94122,West,Furniture,Furnishings,211.84,8
19120,East,Office Supplies,Fasteners,5.68,2
90036,West,Office Supplies,Binders,7.52,5
90045,West,Office Supplies,Paper,11.96,2
90045,West,Furniture,Tables,629.064,3
53209,Central,Furniture,Chairs,754.45,5
1040,East,Furniture,Bookcases,301.96,2
87105,West,Technology,Accessories,595,5
87105,West,Office Supplies,Binders,79.872,3
89431,West,Technology,Machines,2396.4,10
92236,West,Office Supplies,Storage,63.56,2
92236,West,Technology,Accessories,99.99,1
60126,Central,Office Supplies,Storage,230.376,3
60126,Central,Office Supplies,Paper,9.664,2
45014,East,Technology,Accessories,158.928,7
45014,East,Office Supplies,Binders,13.023,1
45014,East,Furniture,Tables,273.06,2
45014,East,Office Supplies,Fasteners,39.312,13
76017,Central,Office Supplies,Binders,1.344,4
76017,Central,Office Supplies,Binders,8.272,4
76017,Central,Furniture,Furnishings,12.544,7
94110,West,Office Supplies,Labels,58.48,8
98103,West,Furniture,Furnishings,7.4,2
10009,East,Furniture,Chairs,366.786,7
77070,Central,Technology,Phones,54.368,4
22153,South,Office Supplies,Envelopes,33.96,2
22153,South,Office Supplies,Appliances,826.11,3
87401,West,Furniture,Furnishings,545.85,9
80027,West,Furniture,Tables,145.98,2
80027,West,Office Supplies,Paper,35.808,4
33614,South,Furniture,Furnishings,7.904,2
7055,East,Technology,Phones,345,5
7055,East,Furniture,Tables,174.286,2
7055,East,Office Supplies,Appliances,662.84,4
7055,East,Technology,Accessories,95.1,5
7055,East,Office Supplies,Envelopes,26.88,6
7055,East,Technology,Phones,257.98,2
90004,West,Office Supplies,Envelopes,17.48,2
19143,East,Furniture,Chairs,492.835,5
29406,South,Office Supplies,Storage,269.49,3
95123,West,Office Supplies,Binders,29.12,5
10011,East,Office Supplies,Labels,18.75,5
10011,East,Technology,Phones,119.7,6
10011,East,Office Supplies,Binders,9.144,3
10011,East,Technology,Accessories,57.06,3
10011,East,Technology,Accessories,71.6,8
10011,East,Office Supplies,Storage,107.44,8
10011,East,Office Supplies,Labels,7.31,1
10011,East,Office Supplies,Art,59.1,6
10011,East,Office Supplies,Storage,46.53,3
7060,East,Office Supplies,Appliances,97.84,2
98115,West,Office Supplies,Paper,29.97,3
98115,West,Office Supplies,Binders,98.352,3
10009,East,Office Supplies,Binders,83.92,5
10009,East,Office Supplies,Binders,14.624,2
10009,East,Technology,Phones,136.99,1
10009,East,Office Supplies,Labels,3.15,1
23602,South,Office Supplies,Paper,9.11,1
23602,South,Office Supplies,Storage,571.44,4
23602,South,Office Supplies,Paper,32.4,5
23602,South,Office Supplies,Storage,16.91,1
28314,South,Furniture,Furnishings,14.272,8
28314,South,Furniture,Bookcases,451.136,4
28314,South,Office Supplies,Appliances,64.864,4
90032,West,Furniture,Chairs,217.584,2
90032,West,Technology,Accessories,82.95,5
90032,West,Office Supplies,Labels,87.71,7
90032,West,Office Supplies,Appliances,1101.48,4
90036,West,Furniture,Tables,1322.352,3
10011,East,Office Supplies,Art,5.46,3
75220,Central,Office Supplies,Supplies,11.184,1
75220,Central,Office Supplies,Storage,153.584,2
98105,West,Office Supplies,Storage,1003.62,6
98105,West,Technology,Phones,35.168,4
98105,West,Furniture,Tables,1137.75,5
98105,West,Office Supplies,Binders,99.68,5
98105,West,Office Supplies,Art,5.56,2
19711,East,Office Supplies,Storage,85.52,2
19711,East,Office Supplies,Art,9.84,3
19711,East,Office Supplies,Paper,20.04,3
10024,East,Technology,Phones,631.96,4
10024,East,Office Supplies,Paper,23.92,4
90049,West,Office Supplies,Paper,90.24,6
14701,East,Technology,Phones,4548.81,7
77095,Central,Furniture,Tables,300.93,5
77095,Central,Technology,Phones,719.96,5
46544,Central,Furniture,Chairs,647.84,8
92037,West,Office Supplies,Storage,64.17,3
92037,West,Office Supplies,Envelopes,124.46,2
94109,West,Office Supplies,Binders,9.584,1
33178,South,Office Supplies,Envelopes,37.608,3
60076,Central,Office Supplies,Paper,12.224,2
60076,Central,Office Supplies,Binders,2.304,4
60076,Central,Office Supplies,Binders,9.36,4
94110,West,Office Supplies,Labels,7.38,2
94122,West,Office Supplies,Storage,53.72,4
94122,West,Office Supplies,Supplies,8187.65,5
94122,West,Furniture,Furnishings,77.92,8
77070,Central,Office Supplies,Appliances,32.784,4
90045,West,Technology,Phones,196.776,3
90045,West,Technology,Accessories,479.94,6
73120,Central,Office Supplies,Storage,1117.92,4
71203,South,Technology,Accessories,106.5,6
33614,South,Office Supplies,Binders,45.66,5
60623,Central,Technology,Accessories,95.968,4
60623,Central,Furniture,Chairs,47.992,2
43402,East,Office Supplies,Storage,264.32,2
77095,Central,Office Supplies,Envelopes,604.656,9
7090,East,Furniture,Furnishings,129.93,3
73120,Central,Office Supplies,Labels,20.16,7
73120,Central,Office Supplies,Labels,29.46,6
73120,Central,Office Supplies,Appliances,868.59,3
73120,Central,Office Supplies,Paper,12.96,2
73120,Central,Technology,Phones,5.5,1
73120,Central,Office Supplies,Binders,121.6,4
77041,Central,Office Supplies,Art,42.048,9
77041,Central,Technology,Accessories,25.488,2
77041,Central,Office Supplies,Binders,6.9,3
77041,Central,Office Supplies,Binders,9.648,6
77041,Central,Office Supplies,Paper,7.968,2
33311,South,Office Supplies,Paper,10.368,2
72209,South,Office Supplies,Paper,114.2,5
72209,South,Office Supplies,Binders,17.96,4
72209,South,Office Supplies,Fasteners,12.67,7
72209,South,Technology,Accessories,339.96,4
19120,East,Office Supplies,Storage,1801.632,6
92253,West,Technology,Accessories,46.32,4
44105,East,Furniture,Chairs,181.986,2
44105,East,Technology,Phones,431.976,4
44105,East,Technology,Phones,155.37,1
94122,West,Furniture,Chairs,1348.704,6
94122,West,Furniture,Chairs,700.152,3
85254,West,Furniture,Furnishings,111.888,7
19134,East,Office Supplies,Appliances,143.952,3
2148,East,Furniture,Bookcases,173.94,3
2148,East,Office Supplies,Labels,14.76,4
95123,West,Office Supplies,Storage,205.92,4
95123,West,Furniture,Bookcases,102.833,1
85023,West,Office Supplies,Art,2.304,1
85023,West,Technology,Phones,1879.96,5
85023,West,Office Supplies,Paper,313.024,8
85023,West,Office Supplies,Labels,5.04,2
42420,South,Furniture,Furnishings,821.88,6
42420,South,Office Supplies,Binders,21.96,2
29203,South,Office Supplies,Paper,25.92,4
32303,South,Technology,Phones,705.544,7
10035,East,Technology,Accessories,50,2
77070,Central,Furniture,Furnishings,51.712,8
33065,South,Office Supplies,Appliances,6.992,2
84057,West,Furniture,Bookcases,1406.86,7
84057,West,Office Supplies,Labels,15.75,5
84057,West,Office Supplies,Storage,323.1,2
37211,South,Office Supplies,Labels,9.216,4
37211,South,Office Supplies,Paper,10.368,2
10009,East,Technology,Accessories,15.02,1
10009,East,Office Supplies,Storage,33.82,2
42104,South,Technology,Accessories,71,4
98226,West,Office Supplies,Binders,25.12,5
98226,West,Furniture,Tables,2665.62,9
10011,East,Office Supplies,Storage,478.08,8
43055,East,Technology,Phones,164.388,2
43055,East,Office Supplies,Art,13.248,4
60098,Central,Office Supplies,Art,2.912,2
75007,Central,Technology,Accessories,1399.944,7
47905,Central,Furniture,Furnishings,526.45,5
31907,South,Office Supplies,Envelopes,16.23,3
31907,South,Office Supplies,Binders,319.9,5
31907,South,Office Supplies,Envelopes,11.36,2
31907,South,Office Supplies,Appliances,675.12,3
22304,South,Furniture,Furnishings,62.82,3
22304,South,Office Supplies,Storage,489.92,8
22304,South,Office Supplies,Paper,19.44,3
22304,South,Office Supplies,Paper,16.68,2
22304,South,Technology,Phones,155.35,13
22304,South,Furniture,Furnishings,12.42,3
22304,South,Technology,Phones,187.98,2
76117,Central,Office Supplies,Envelopes,6.608,2
10024,East,Office Supplies,Storage,248.57,7
10024,East,Furniture,Furnishings,22.23,1
90004,West,Office Supplies,Storage,5.98,1
90004,West,Technology,Phones,246.168,3
60090,Central,Furniture,Furnishings,14.136,2
60090,Central,Furniture,Tables,601.47,3
29483,South,Technology,Phones,79.1,2
29483,South,Office Supplies,Binders,327.84,8
47201,Central,Office Supplies,Envelopes,180.96,2
47201,Central,Office Supplies,Binders,914.97,3
47201,Central,Technology,Phones,587.97,3
47201,Central,Office Supplies,Storage,530.34,2
47201,Central,Office Supplies,Paper,14.94,3
10024,East,Office Supplies,Appliances,121.94,2
10024,East,Office Supplies,Supplies,122.71,7
10035,East,Office Supplies,Paper,14.94,3
10035,East,Technology,Machines,1349.85,3
10035,East,Furniture,Bookcases,136.784,1
10035,East,Furniture,Furnishings,61.12,4
32216,South,Office Supplies,Binders,1.167,1
92024,West,Office Supplies,Art,16.99,1
76017,Central,Technology,Accessories,24.672,3
76017,Central,Office Supplies,Labels,2.52,1
76017,Central,Furniture,Tables,1218.735,5
76017,Central,Office Supplies,Labels,5.904,2
76017,Central,Office Supplies,Paper,15.696,3
76017,Central,Furniture,Furnishings,6.096,3
90045,West,Furniture,Chairs,41.568,2
90049,West,Furniture,Chairs,230.28,3
90049,West,Office Supplies,Binders,18.288,6
94110,West,Office Supplies,Labels,5.78,2
94110,West,Office Supplies,Binders,121.68,13
88220,West,Office Supplies,Art,4.17,3
88220,West,Technology,Phones,67.04,4
88220,West,Office Supplies,Storage,37.32,3
88220,West,Office Supplies,Labels,18.45,5
63116,Central,Office Supplies,Paper,25.92,4
10024,East,Technology,Copiers,11199.968,4
10024,East,Technology,Phones,2399.6,8
10024,East,Office Supplies,Envelopes,63.9,5
10024,East,Technology,Phones,52.99,1
45503,East,Technology,Accessories,60.864,4
45503,East,Technology,Machines,652.995,7
45503,East,Office Supplies,Binders,11.22,10
74133,Central,Office Supplies,Paper,14.94,3
98103,West,Furniture,Furnishings,39.96,2
98103,West,Furniture,Chairs,42.624,2
98103,West,Furniture,Chairs,220.96,1
